visitType,trapFunctioning,fishProcessed,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,counterAtEnd,visitTime,siteName,subSiteName,trapVisitID,includeCatch
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-05-28T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-29T10:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-05-29T10:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-30T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.1,3.1,NA,2013-05-30T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-05-31T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.6,2.6,NA,2013-05-31T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-06-01T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2013-06-01T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.8,2.8,NA,2013-06-02T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-06-02T09:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-06-03T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-06-03T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-06-04T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-06-05T10:20:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-06-05T10:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.9,2.9,NA,2013-06-07T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-06-08T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2013-06-09T08:05:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-06-10T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-06-11T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.7,2.7,NA,2013-06-13T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-06-15T10:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.4,3.4,NA,2013-06-18T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-06-22T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-06-23T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,3.5,NA,2013-06-26T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2013-11-16T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.8,0.8,NA,2013-11-21T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-11-21T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2013-11-24T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-11-25T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2013-11-25T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-11-26T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.9,0.9,NA,2013-11-26T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-01T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2013-12-01T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-06T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.1,0.1,NA,2013-12-06T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.6,0.6,NA,2013-12-09T11:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-10T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.9,0.9,NA,2013-12-10T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-13T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2013-12-13T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.8,0.8,NA,2013-12-15T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.9,0.9,NA,2013-12-17T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2013-12-18T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2013-12-19T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-19T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.2,1.2,NA,2013-12-20T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2013-12-21T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-21T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-22T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2013-12-22T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2013-12-23T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-23T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-24T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2013-12-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-27T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2013-12-27T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2013-12-28T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-28T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2013-12-29T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-29T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2013-12-30T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-30T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.2,1.2,NA,2013-12-31T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2013-12-31T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-03T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-03T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-04T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.7,NA,NA,2014-01-04T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.6,1.6,NA,2014-01-05T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-05T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-06T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-06T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-01-07T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-07T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-01-08T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-08T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-09T07:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-09T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-01-10T07:25:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-10T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-01-11T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-11T10:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-12T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-12T10:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-13T07:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-13T10:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-14T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-14T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-15T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-15T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-16T08:25:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-16T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-17T07:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-17T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-18T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-18T11:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.9,0.9,NA,2014-01-19T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-19T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-01-20T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-20T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-21T10:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.6,1.6,NA,2014-01-22T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-22T11:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-01-23T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-23T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-24T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.2,1.2,NA,2014-01-25T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-25T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-01-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-26T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-27T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-27T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-28T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-28T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-01-29T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-29T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.1,1.1,NA,2014-01-31T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-01-31T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-02-01T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-01T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-02-02T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-02T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-02-03T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-03T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-02-04T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-04T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-02-05T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-05T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-06T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.6,1.6,NA,2014-02-06T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-02-07T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-07T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0,NA,NA,2014-02-12T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-12T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-02-13T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-13T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-02-14T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-14T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.9,1.9,NA,2014-02-15T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-15T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.1,2.1,NA,2014-02-16T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-16T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.6,1.6,NA,2014-02-17T09:00:00Z,parrot-phelan,pp rst,NA,Yes
end trapping,not recorded,not recorded,NA,NA,NA,2014-02-17T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-02-18T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.1,2.1,NA,2014-02-19T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-02-20T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-02-21T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-22T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.2,1.2,NA,2014-02-22T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-02-23T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-23T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-24T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-02-24T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2014-02-25T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-25T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.1,2.1,NA,2014-02-26T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-26T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-26T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2014-02-27T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-02-27T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2014-03-03T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-03T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-05T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-05T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-06T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-06T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-03-07T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-07T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-08T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.8,1.8,NA,2014-03-08T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.8,1.8,NA,2014-03-09T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-09T11:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-10T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2014-03-10T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2014-03-11T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-11T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-03-12T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-12T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-13T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2014-03-13T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.3,1.3,NA,2014-03-14T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-14T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-15T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.4,1.4,NA,2014-03-15T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-16T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2014-03-16T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-17T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.9,1.9,NA,2014-03-17T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.6,1.6,NA,2014-03-18T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-18T10:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2014-03-19T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
